ID;aemet_equipo_loc;aemet_lej;aemet_fecha;aemet_lugar;aemet_provincia;aemet_aemet_tmax;aemet_tmin;aemet_sol;aemet_presMax;aemet_presMin;aemet_prec;aemet_racha;aemet_dir;aemet_velmedia;aemet_aemet_tmax_vis;aemet_tmin_vis;aemet_sol_vis;aemet_presMax_vis;aemet_presMin_vis;aemet_prec_vis;aemet_racha_vis;aemet_dir_vis;aemet_velmedia_vis;
g_1_dxBlAlHG;Levante;0;2018-01-14;VALENCIA AEROPUERTO;VALENCIA;13.6;3.7;2.3;1014.2;1009.1;0.0;10.3;99;3.6;10.6;3.0;NaN;995.0;988.1;0.1;4.7;99;2.5;
g_1_lC7tCAn4;Real Betis;0;2018-01-15;SEVILLA AEROPUERTO;SEVILLA;14.2;2.9;9.7;1027.7;1018.7;NA;8.9;09;2.5;8.5;0.0;NaN;949.9;944.4;0.0;6.4;22;1.1;
g_1_8vcUAL7R;Getafe;1;2018-01-19;MADRID, RETIRO;MADRID;14.8;3.0;NaN;947.4;942.0;0.0;5.3;04;1.4;12.0;9.5;0.0;1022.4;1017.4;14.0;11.4;32;3.9;
g_1_Gpn44Jpe;Las Palmas;0;2018-01-20;GRAN CANARIA AEROPUERTO;LAS PALMAS;21.2;16.5;8.8;1022.9;1018.8;0.0;13.9;99;6.9;21.0;7.7;6.9;1017.4;1012.5;0.0;10.3;29;4.7;
g_1_2sMUkKV1;Villarreal;0;2018-01-20;CASTELLÓN - ALMASSORA;CASTELLON;18.8;9.1;0.8;1018.7;1013.7;0.0;9.7;30;3.1;21.0;7.7;6.9;1017.4;1012.5;0.0;10.3;29;4.7;
g_1_4Ar05aVl;Atletico de Madrid;0;2018-01-20;MADRID, RETIRO;MADRID;12.0;3.8;NaN;949.6;947.2;0.0;7.8;28;1.9;15.0;2.6;4.0;1005.5;999.6;0.0;7.8;24;1.7;
g_1_j32PB1hL;Espanyol;0;2018-01-20;BARCELONA AEROPUERTO;BARCELONA;16.6;5.9;6.9;1022.0;1015.2;0.0;13.3;99;6.7;17.3;4.0;8.3;1027.2;1022.2;NA;6.1;21;0.6;
g_1_Ik4HDNN8;Real Betis;0;2018-01-21;SEVILLA AEROPUERTO;SEVILLA;18.3;4.1;7.1;1028.7;1025.3;NA;4.7;99;0.8;23.8;15.0;6.0;1020.6;1014.9;0.0;14.4;99;7.8;
g_1_4n0DE382;Real Sociedad;0;2018-01-21;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;12.6;10.9;0.0;998.1;994.0;1.5;18.3;35;8.3;12.2;9.8;NaN;1002.3;1000.2;3.8;9.2;27;1.1;
g_1_OjNQj0Ge;Real Madrid;0;2018-01-21;MADRID, RETIRO;MADRID;16.2;5.8;NaN;951.8;949.6;0.0;8.3;33;1.1;14.7;12.3;0.0;1024.2;1022.1;1.8;8.6;20;2.2;
g_1_CC3LCswF;Alaves;0;2018-01-21;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;14.9;3.3;3.6;969.2;965.4;0.1;8.9;32;2.5;16.2;5.8;NaN;951.8;949.6;0.0;8.3;33;1.1;
g_1_Amqd6uGr;Eibar;1;2018-01-22;BILBAO AEROPUERTO;BIZKAIA;15.4;7.9;0.4;1025.5;1023.4;7.2;8.3;99;2.2;24.8;12.2;NaN;1022.8;1019.1;0.0;9.7;30;1.7;
g_1_d47wJIal;Athletic Club;1;2018-01-26;BILBAO AEROPUERTO;BIZKAIA;11.9;6.4;0.7;1026.2;1016.0;22.3;16.1;35;1.9;11.9;6.4;0.7;1026.2;1016.0;22.3;16.1;35;1.9;
g_1_QFTfRth8;Villarreal;0;2018-01-27;CASTELLÓN - ALMASSORA;CASTELLON;15.3;9.1;7.5;1025.9;1017.4;1.2;14.7;02;2.5;8.7;5.1;3.5;1005.6;997.3;3.7;16.1;01;3.1;
g_1_OQwzIxFf;Malaga;0;2018-01-27;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;16.1;7.2;NaN;1022.6;1019.6;4.9;11.4;01;3.1;12.3;4.3;1.4;1017.8;1004.8;0.0;13.3;99;4.4;
g_1_b9y93w01;Valencia;0;2018-01-27;VALENCIA AEROPUERTO;VALENCIA;14.8;4.1;7.9;1022.5;1015.3;3.6;15.3;03;3.3;10.0;3.8;NaN;953.6;948.4;0.0;12.5;04;3.3;
g_1_x0zD2cF7;Deportivo de La Coruna;0;2018-01-27;A CORUÑA;A CORUÑA;12.3;8.3;0.0;1029.0;1026.7;0.8;7.8;36;0.8;14.8;4.1;7.9;1022.5;1015.3;3.6;15.3;03;3.3;
g_1_nVH3PKMK;Barcelona;0;2018-01-28;BARCELONA AEROPUERTO;BARCELONA;15.7;8.2;7.7;1037.0;1032.0;0.0;7.2;99;3.1;9.5;-2.2;3.6;979.5;975.7;0.0;3.1;99;0.6;
g_1_ID8ZJbpr;Sevilla;0;2018-01-28;SEVILLA AEROPUERTO;SEVILLA;16.4;3.4;6.1;1026.4;1022.3;0.0;16.4;08;6.4;13.4;3.5;NaN;958.0;952.3;0.0;15.0;04;4.7;
g_1_2HxvHdU0;Atletico de Madrid;0;2018-01-28;MADRID, RETIRO;MADRID;13.4;3.5;NaN;958.0;952.3;0.0;15.0;04;4.7;19.1;13.9;5.7;1018.9;1014.0;0.6;18.6;99;8.1;
g_1_0YL7OvxR;Leganes;1;2018-01-28;MADRID, RETIRO;MADRID;13.4;3.5;NaN;958.0;952.3;0.0;15.0;04;4.7;15.7;8.2;7.7;1037.0;1032.0;0.0;7.2;99;3.1;
g_1_46SbQ07E;Celta de Vigo;0;2018-01-29;VIGO AEROPUERTO;PONTEVEDRA;18.1;6.4;NaN;1004.1;999.4;0.0;9.7;10;0.8;19.3;9.2;3.6;1025.2;1021.9;0.0;15.0;07;7.5;
g_1_CnKUwKyE;Real Sociedad;0;2018-02-02;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;6.0;1.8;2.0;986.6;980.8;14.9;16.1;01;3.6;10.3;6.0;5.8;1015.9;1011.6;2.8;14.7;34;2.8;
g_1_AstnFzaD;Levante;0;2018-02-03;VALENCIA AEROPUERTO;VALENCIA;16.0;2.3;9.8;1009.4;1004.8;1.9;13.9;99;2.8;10.3;0.2;NaN;942.0;935.1;2.3;11.1;28;3.1;
g_1_KCNxxb6Q;Alaves;0;2018-02-03;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;5.6;0.8;0.1;958.0;952.9;4.0;9.2;23;3.6;8.3;2.3;0.0;993.1;988.5;2.8;9.2;99;3.1;
g_1_jwJYxviK;Real Betis;0;2018-02-03;SEVILLA AEROPUERTO;SEVILLA;15.1;1.1;10.0;1020.0;1014.9;0.2;7.2;99;1.9;15.9;4.9;8.8;1010.4;1006.2;NA;11.4;35;2.2;
g_1_GK2DVeqf;Eibar;1;2018-02-03;BILBAO AEROPUERTO;BIZKAIA;9.7;2.4;0.0;1015.0;1008.8;32.1;20.6;30;1.1;15.1;1.1;10.0;1020.0;1014.9;0.2;7.2;99;1.9;
g_1_69eQSgTC;Atletico de Madrid;0;2018-02-04;MADRID, RETIRO;MADRID;5.8;1.5;NaN;935.1;929.9;17.3;10.8;04;3.6;9.5;4.7;0.0;1005.0;1000.3;12.9;10.8;23;3.9;
g_1_As2HUFb0;Girona;1;2018-02-04;GIRONA AEROPUERTO;GIRONA;7.5;-0.2;0.2;997.4;994.5;24.1;8.3;01;1.4;10.0;3.8;3.4;1010.5;1007.9;6.4;8.9;99;1.4;
g_1_ML94XHEs;Espanyol;0;2018-02-04;BARCELONA AEROPUERTO;BARCELONA;10.6;6.5;0.0;1011.9;1009.6;51.9;21.1;36;6.4;10.6;6.5;0.0;1011.9;1009.6;51.9;21.1;36;6.4;
g_1_4pa9WyUm;Getafe;1;2018-02-04;MADRID, RETIRO;MADRID;5.8;1.5;NaN;935.1;929.9;17.3;10.8;04;3.6;5.8;1.5;NaN;935.1;929.9;17.3;10.8;04;3.6;
g_1_lY0LTZD6;Las Palmas;0;2018-02-05;GRAN CANARIA AEROPUERTO;LAS PALMAS;18.7;13.5;5.9;1016.2;1012.5;2.6;14.4;35;7.5;13.7;3.5;NaN;1003.5;1000.9;0.0;7.8;01;2.8;
g_1_vNF3tDcC;Athletic Club;1;2018-02-09;BILBAO AEROPUERTO;BIZKAIA;8.9;-0.5;0.0;1021.9;1013.4;5.8;19.7;35;2.8;18.7;13.9;6.9;1022.2;1019.3;0.5;17.5;02;8.9;
g_1_b3rCjcLJ;Real Madrid;0;2018-02-10;MADRID, RETIRO;MADRID;9.1;2.3;NaN;944.8;942.2;0.0;10.8;02;2.2;7.7;3.2;0.0;993.3;989.6;8.5;16.7;03;2.2;
g_1_reMfrZSa;Leganes;1;2018-02-10;MADRID, RETIRO;MADRID;9.1;2.3;NaN;944.8;942.2;0.0;10.8;02;2.2;9.0;3.7;0.0;1021.9;1016.3;16.5;8.9;99;1.4;
g_1_YqF7uXCI;Malaga;0;2018-02-10;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;17.5;8.5;NaN;1018.4;1013.8;0.0;10.0;30;3.9;9.1;2.3;NaN;944.8;942.2;0.0;10.8;02;2.2;
g_1_ImProyqs;Villarreal;0;2018-02-10;CASTELLÓN - ALMASSORA;CASTELLON;13.1;5.6;7.1;1014.8;1011.9;0.0;12.5;01;2.2;5.1;1.0;0.5;964.1;960.6;2.5;9.2;34;2.5;
g_1_p0fURDrJ;Valencia;0;2018-02-11;VALENCIA AEROPUERTO;VALENCIA;20.7;2.3;8.3;1013.1;1007.7;0.0;12.5;24;4.4;20.7;2.3;8.3;1013.1;1007.7;0.0;12.5;24;4.4;
g_1_dvOnpebm;Celta de Vigo;0;2018-02-11;VIGO AEROPUERTO;PONTEVEDRA;11.4;5.0;0.0;994.5;991.2;9.2;10.3;99;3.6;14.8;2.4;6.4;1017.6;1012.8;1.4;11.7;25;6.9;
g_1_44NjqFDg;Barcelona;0;2018-02-11;BARCELONA AEROPUERTO;BARCELONA;14.8;2.4;6.4;1017.6;1012.8;1.4;11.7;25;6.9;14.3;0.7;NaN;944.7;940.6;0.1;11.7;28;3.1;
g_1_QJBasgr6;Sevilla;0;2018-02-11;SEVILLA AEROPUERTO;SEVILLA;17.5;2.5;9.8;1023.0;1019.1;0.0;10.8;23;2.2;13.8;-3.7;3.1;1002.0;996.6;0.2;6.1;99;0.8;
g_1_C6nGkHzQ;Deportivo de La Coruna;0;2018-02-12;A CORUÑA;A CORUÑA;10.0;5.5;5.2;1019.1;1011.1;6.0;8.9;22;2.8;18.6;5.5;5.4;1020.4;1016.8;0.0;11.7;30;4.2;
g_1_vuRwrQYG;Girona;1;2018-02-16;GIRONA AEROPUERTO;GIRONA;15.7;3.3;0.0;1008.3;1004.5;0.1;3.6;99;0.6;14.6;6.8;NaN;948.0;943.4;0.0;5.0;24;1.7;
g_1_hn7EyOBp;Malaga;0;2018-02-17;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;22.4;10.7;NaN;1017.7;1013.6;0.0;8.6;28;2.5;22.7;5.8;8.3;1016.7;1011.6;3.4;6.1;99;2.5;
g_1_QHKNo8Zi;Alaves;0;2018-02-17;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;11.4;2.8;2.1;967.9;961.3;1.5;10.8;35;2.5;13.2;7.5;9.1;1022.8;1018.3;0.0;7.8;36;2.8;
g_1_0lSZr6JA;Eibar;1;2018-02-17;BILBAO AEROPUERTO;BIZKAIA;13.0;6.0;2.6;1025.0;1017.7;4.2;12.8;30;3.9;15.7;8.6;1.6;1022.6;1018.7;0.3;10.8;03;3.3;
g_1_8EVssplN;Las Palmas;0;2018-02-17;GRAN CANARIA AEROPUERTO;LAS PALMAS;20.7;14.6;10.5;1019.3;1015.8;0.0;14.4;02;7.8;17.3;8.9;6.0;1021.3;1018.0;0.0;6.7;22;2.2;
g_1_nRLJnlKo;Real Betis;0;2018-02-18;SEVILLA AEROPUERTO;SEVILLA;20.4;6.2;9.2;1018.8;1014.4;0.0;8.9;03;2.5;13.4;2.6;NaN;946.4;942.5;0.0;8.3;99;2.8;
g_1_KvKRpSlb;Espanyol;0;2018-02-18;BARCELONA AEROPUERTO;BARCELONA;15.2;7.0;7.3;1022.4;1018.0;0.0;9.2;36;4.2;17.6;8.8;8.5;1018.7;1013.9;0.0;7.5;30;3.1;
g_1_n5Uot43T;Atletico de Madrid;0;2018-02-18;MADRID, RETIRO;MADRID;13.4;2.6;NaN;946.4;942.5;0.0;8.3;99;2.8;11.5;4.7;0.0;1024.9;1018.2;24.6;8.3;99;2.5;
g_1_A9xyO4so;Real Sociedad;0;2018-02-18;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;10.2;6.9;0.0;996.8;991.1;19.6;13.9;35;5.6;16.7;6.9;7.0;1016.6;1012.2;0.0;9.2;32;2.8;
g_1_IPxVqn44;Getafe;1;2018-02-19;MADRID, RETIRO;MADRID;15.0;6.5;NaN;943.1;940.3;0.0;10.0;03;2.2;14.4;7.1;4.5;993.2;991.3;0.0;10.3;99;3.9;
g_1_0hthlnw0;Leganes;1;2018-02-21;MADRID, RETIRO;MADRID;12.0;3.2;NaN;937.6;931.6;0.0;13.9;02;4.2;12.0;3.2;NaN;937.6;931.6;0.0;13.9;02;4.2;
g_1_IoE5dPmA;Deportivo de La Coruna;0;2018-02-23;A CORUÑA;A CORUÑA;13.7;4.4;10.1;1002.5;998.0;0.0;7.2;15;3.1;11.0;4.7;5.9;1007.6;1005.6;0.0;11.4;01;4.2;
g_1_8z7IgNXS;Barcelona;0;2018-02-24;BARCELONA AEROPUERTO;BARCELONA;12.6;2.3;9.6;1009.9;1007.0;0.0;9.7;22;4.4;13.1;-3.6;2.7;993.9;991.1;0.0;7.8;13;1.4;
g_1_Aqgpkstp;Leganes;1;2018-02-24;MADRID, RETIRO;MADRID;11.0;-0.3;NaN;931.6;928.4;0.0;5.8;17;1.4;20.6;12.3;8.8;1001.7;996.8;0.0;8.3;99;2.5;
g_1_veF1c5Y3;Real Madrid;0;2018-02-24;MADRID, RETIRO;MADRID;11.0;-0.3;NaN;931.6;928.4;0.0;5.8;17;1.4;9.7;-2.9;7.4;951.5;947.2;0.0;7.2;04;2.2;
g_1_QBHDf3IM;Celta de Vigo;0;2018-02-24;VIGO AEROPUERTO;PONTEVEDRA;14.6;1.7;NaN;978.9;974.4;0.0;7.8;28;3.1;10.4;0.9;4.5;1008.4;1004.1;0.0;6.7;35;1.7;
g_1_vJcll1ej;Sevilla;0;2018-02-25;SEVILLA AEROPUERTO;SEVILLA;18.8;8.4;5.6;1009.4;1006.2;0.0;5.8;20;1.9;13.5;0.0;NaN;935.8;931.4;0.0;5.6;23;1.4;
g_1_Kha0aR3i;Valencia;0;2018-02-25;VALENCIA AEROPUERTO;VALENCIA;17.6;0.9;10.5;1004.3;1001.2;0.0;8.9;12;2.8;8.8;1.5;4.5;984.6;981.0;0.0;7.5;03;3.1;
g_1_I9dhmLAd;Athletic Club;1;2018-02-25;BILBAO AEROPUERTO;BIZKAIA;12.1;-1.1;7.4;1011.8;1008.4;0.0;8.9;36;2.2;16.9;9.1;NaN;1008.1;1006.0;0.0;4.4;25;1.1;
g_1_C8D9eq3G;Villarreal;0;2018-02-25;CASTELLÓN - ALMASSORA;CASTELLON;15.8;4.2;10.0;1006.0;1003.2;0.0;6.1;29;2.2;13.5;0.0;NaN;935.8;931.4;0.0;5.6;23;1.4;
g_1_bqb4boJc;Levante;0;2018-02-26;VALENCIA AEROPUERTO;VALENCIA;15.2;1.6;10.3;1002.1;996.6;0.0;8.3;08;3.6;20.6;6.2;5.8;1007.2;999.7;1.9;10.8;27;3.3;
g_1_0UVe7t2S;Girona;1;2018-02-27;GIRONA AEROPUERTO;GIRONA;5.5;-1.3;0.9;995.0;992.1;0.0;11.7;05;2.5;10.4;2.8;1.3;972.7;964.3;4.0;8.9;04;3.3;
g_1_QBwqArI9;Espanyol;0;2018-02-27;BARCELONA AEROPUERTO;BARCELONA;5.1;1.7;0.0;1010.3;1008.5;3.7;13.3;07;2.5;5.6;1.5;NaN;927.6;924.4;19.9;11.1;04;1.7;
g_1_WCMR1KPk;Atletico de Madrid;0;2018-02-28;MADRID, RETIRO;MADRID;12.0;3.6;NaN;924.4;915.0;19.2;14.2;21;1.9;12.0;3.6;NaN;924.4;915.0;19.2;14.2;21;1.9;
g_1_MwXi8MnM;Eibar;1;2018-02-28;BILBAO AEROPUERTO;BIZKAIA;10.4;-2.7;0.1;1002.6;983.8;4.6;12.5;16;2.8;9.7;5.3;0.0;1002.6;991.2;0.6;6.1;30;1.7;
g_1_hSAz0bf2;Athletic Club;1;2018-02-28;BILBAO AEROPUERTO;BIZKAIA;10.4;-2.7;0.1;1002.6;983.8;4.6;12.5;16;2.8;9.6;4.6;0.0;1000.3;988.7;NA;6.1;02;1.4;
g_1_42xm92XF;Getafe;1;2018-02-28;MADRID, RETIRO;MADRID;12.0;3.6;NaN;924.4;915.0;19.2;14.2;21;1.9;6.9;1.9;0.0;991.8;975.1;23.2;13.1;09;2.8;
g_1_EyCW0vud;Malaga;0;2018-02-28;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;16.6;13.5;NaN;1000.7;993.4;33.5;12.8;24;3.1;16.4;13.5;0.0;1000.0;990.2;16.3;21.7;21;8.6;
g_1_WlvuBO23;Alaves;0;2018-03-01;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;14.6;1.5;6.1;932.5;919.9;1.6;23.3;23;5.8;13.6;5.8;0.3;990.0;980.9;6.6;24.2;26;1.4;
g_1_I9IN20Aq;Las Palmas;0;2018-03-01;GRAN CANARIA AEROPUERTO;LAS PALMAS;25.6;18.1;10.0;1006.3;997.5;0.0;19.7;22;5.0;15.3;6.8;0.6;997.4;987.4;1.1;12.8;25;4.7;
g_1_KEzyC4mc;Real Betis;0;2018-03-01;SEVILLA AEROPUERTO;SEVILLA;19.0;12.3;4.7;1000.4;983.2;18.0;25.3;23;10.3;16.9;6.0;3.1;959.1;947.7;4.8;28.3;22;14.7;
g_1_t26ULuHL;Real Madrid;0;2018-03-03;MADRID, RETIRO;MADRID;13.4;5.3;NaN;NaN;NaN;13.8;13.6;26;3.6;13.4;5.3;NaN;NaN;NaN;13.8;13.6;26;3.6;
g_1_zP5YKaWR;Deportivo de La Coruna;0;2018-03-03;A CORUÑA;A CORUÑA;14.5;8.0;6.5;985.4;981.4;1.0;18.9;22;6.1;18.6;11.4;7.1;992.0;985.0;0.4;17.5;99;6.7;
g_1_SMpDDHO1;Leganes;1;2018-03-03;MADRID, RETIRO;MADRID;13.4;5.3;NaN;NaN;NaN;13.8;13.6;26;3.6;15.6;10.8;NaN;1002.1;998.9;8.9;8.3;20;1.9;
g_1_vclHCyv8;Sevilla;0;2018-03-03;SEVILLA AEROPUERTO;SEVILLA;17.0;11.9;0.0;1002.1;997.9;12.4;15.3;22;5.8;18.6;11.4;7.1;992.0;985.0;0.4;17.5;99;6.7;
g_1_xYi0GJvq;Villarreal;0;2018-03-03;CASTELLÓN - ALMASSORA;CASTELLON;20.6;8.4;6.3;996.0;991.2;0.0;15.8;29;4.4;19.2;5.9;5.3;985.4;976.0;0.0;11.4;14;4.2;
g_1_6qEHOsX2;Valencia;0;2018-03-04;VALENCIA AEROPUERTO;VALENCIA;17.2;8.4;4.3;992.8;989.9;1.4;12.5;24;2.8;17.9;11.1;6.6;999.4;994.0;3.7;16.4;23;6.1;
g_1_pzDLN1n9;Real Sociedad;0;2018-03-04;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;14.0;7.7;6.2;966.9;962.3;0.8;13.9;28;3.6;13.0;3.3;7.0;938.9;934.5;NA;10.3;99;3.9;
g_1_Yao9Ec9e;Barcelona;0;2018-03-04;BARCELONA AEROPUERTO;BARCELONA;16.2;9.1;2.0;999.0;995.0;0.0;9.7;08;2.8;13.0;5.4;NaN;NaN;NaN;4.9;10.6;17;2.5;
g_1_Sb2QML1F;Levante;0;2018-03-04;VALENCIA AEROPUERTO;VALENCIA;17.2;8.4;4.3;992.8;989.9;1.4;12.5;24;2.8;16.2;9.1;2.0;999.0;995.0;0.0;9.7;08;2.8;
g_1_f9n5Fwfk;Celta de Vigo;0;2018-03-05;VIGO AEROPUERTO;PONTEVEDRA;10.8;5.8;NaN;968.4;958.6;10.1;11.7;21;3.1;21.4;15.8;11.1;1013.1;1010.1;0.0;8.9;15;3.1;
g_1_AqVw1adg;Girona;1;2018-03-09;GIRONA AEROPUERTO;GIRONA;18.2;2.0;7.7;996.8;992.6;NA;16.1;99;5.6;18.7;13.2;1.4;995.2;983.7;6.8;19.2;22;4.2;
g_1_d0XkbctC;Malaga;0;2018-03-10;MÁLAGA, CENTRO METEOROLÓGICO;MALAGA;20.1;14.7;NaN;1009.2;1003.3;7.0;10.0;26;1.4;18.2;11.4;8.6;1009.1;1002.0;0.8;10.3;22;5.3;
g_1_lUtV2LRt;Getafe;1;2018-03-10;MADRID, RETIRO;MADRID;11.9;7.5;NaN;NaN;NaN;23.7;11.9;23;2.8;25.3;12.4;5.8;1002.5;995.1;1.3;16.9;29;3.9;
g_1_G2midyBO;Sevilla;0;2018-03-10;SEVILLA AEROPUERTO;SEVILLA;18.9;11.5;5.4;1007.4;1003.3;10.5;18.9;25;7.8;25.3;12.4;5.8;1002.5;995.1;1.3;16.9;29;3.9;
g_1_SKuZ1usm;Eibar;1;2018-03-10;BILBAO AEROPUERTO;BIZKAIA;20.7;15.7;0.8;995.8;990.6;0.0;16.1;99;5.0;11.9;7.5;NaN;NaN;NaN;23.7;11.9;23;2.8;
g_1_xClmcHeI;Athletic Club;1;2018-03-11;BILBAO AEROPUERTO;BIZKAIA;18.6;9.3;3.2;998.2;988.4;0.1;23.3;22;9.4;10.5;6.0;NaN;NaN;NaN;1.1;17.5;28;5.0;
g_1_OnZs0JBa;Las Palmas;0;2018-03-11;GRAN CANARIA AEROPUERTO;LAS PALMAS;NaN;NaN;8.7;NaN;NaN;0.0;14.4;03;6.7;19.5;12.5;6.8;1001.1;996.3;0.0;15.8;26;NaN;
g_1_I9YoawR5;Atletico de Madrid;0;2018-03-11;MADRID, RETIRO;MADRID;10.5;6.0;NaN;NaN;NaN;1.1;17.5;28;5.0;11.2;8.0;0.2;976.9;959.7;16.2;23.3;22;8.6;
g_1_MLD1KmcE;Espanyol;0;2018-03-11;BARCELONA AEROPUERTO;BARCELONA;17.9;10.8;5.2;1002.3;998.5;0.2;16.4;26;6.9;15.8;10.0;1.0;971.4;963.6;NA;22.5;26;10.3;
g_1_rVEcLTs8;Alaves;0;2018-03-12;VITORIA GASTEIZ AEROPUERTO;ARABA/ALAVA;13.1;5.2;3.8;956.5;944.0;1.8;13.3;29;3.3;18.4;9.1;9.3;1018.7;1014.9;0.7;9.2;99;3.9;
g_1_StH9EIQh;Levante;0;2018-03-16;VALENCIA AEROPUERTO;VALENCIA;18.9;9.0;10.3;998.8;995.2;0.0;16.1;26;7.5;16.4;3.8;8.0;999.8;996.9;0.0;10.8;99;3.1;
g_1_6RS0Gvdt;Real Betis;0;2018-03-17;SEVILLA AEROPUERTO;SEVILLA;15.7;7.7;0.1;1008.9;997.1;19.9;18.1;23;7.2;15.4;6.7;5.2;1002.2;995.5;2.0;13.9;25;4.4;
g_1_ljI5FbBn;Real Sociedad;0;2018-03-17;DONOSTIA/SAN SEBASTIÁN, IGUELDO;GIPUZKOA;10.4;4.8;4.1;971.2;968.3;8.8;14.4;03;4.7;9.5;3.0;NaN;NaN;NaN;7.3;11.1;36;2.8;
